,Id,prdtypecode,PAYS_LANGUE,RATIO_LANGUE,ORIGINE_LANGUE,pays_design,Ratio_design,pays_descr,Ratio_descr,design_long,descrip_long,descr_NaN
16616,16616,2582,fr,0.99,Description,fr,0.85,fr,0.99,61,733.0,False
16617,16617,50,fr,0.99,Description,en,0.42,fr,0.99,51,187.0,False
16618,16618,1560,fr,0.85,Designation,fr,0.85,en,0.85,61,39.0,False
16619,16619,1560,fr,0.99,Designation,fr,0.99,fr,0.99,180,1692.0,False
16620,16620,40,tl,0.99,Designation,tl,0.99,,,25,,True
16621,16621,2060,fr,0.99,Description,fr,0.85,fr,0.99,93,2372.0,False
16622,16622,1140,et,0.51,Designation,et,0.51,,,58,,True
16623,16623,2403,fr,0.99,Designation,fr,0.99,,,38,,True
16624,16624,1300,fr,0.99,Designation,fr,0.99,en,0.99,121,1821.0,False
16625,16625,1302,en,0.99,Description,no,0.64,en,0.99,21,22.0,False
16626,16626,2403,fr,0.99,Designation,fr,0.99,,,31,,True
16627,16627,2403,en,0.57,Designation,en,0.57,,,40,,True
16628,16628,2522,fr,0.99,Description,en,0.85,fr,0.99,71,269.0,False
16629,16629,1920,en,0.99,Designation,en,0.99,fr,0.99,36,197.0,False
16630,16630,2583,fr,0.99,Description,en,0.85,fr,0.99,65,2822.0,False
16631,16631,1920,en,0.99,Designation,en,0.99,fr,0.99,77,626.0,False
16632,16632,1160,fr,0.99,Designation,fr,0.99,,,52,,True
16633,16633,1281,fr,0.99,Description,en,0.71,fr,0.99,41,162.0,False
16634,16634,60,en,0.99,Designation,en,0.99,fr,0.99,115,1476.0,False
16635,16635,2583,fr,0.99,Designation,fr,0.99,fr,0.99,83,1261.0,False
16636,16636,2583,fr,0.99,Designation,fr,0.99,fr,0.99,55,652.0,False
16637,16637,1300,fr,0.99,Designation,fr,0.99,fr,0.99,89,316.0,False
16638,16638,2060,fr,0.99,Designation,fr,0.99,fr,0.99,125,1033.0,False
16639,16639,1300,fr,0.99,Designation,fr,0.99,,,88,,True
16640,16640,2583,fr,0.99,Designation,fr,0.99,fr,0.99,31,120.0,False
16641,16641,2583,fr,0.99,Designation,fr,0.99,fr,0.99,83,1409.0,False
16642,16642,2280,fr,0.99,Designation,fr,0.99,,,18,,True
16643,16643,1300,fr,0.99,Designation,fr,0.99,fr,0.99,102,1740.0,False
16644,16644,2583,fr,0.99,Designation,fr,0.99,fr,0.99,74,729.0,False
16645,16645,1300,en,0.99,Designation,en,0.99,en,0.85,119,17.0,False
16646,16646,1320,fr,0.99,Designation,fr,0.99,,,52,,True
16647,16647,1302,en,0.99,Designation,en,0.99,fr,0.99,100,662.0,False
16648,16648,1301,fr,0.99,Description,de,0.71,fr,0.99,41,113.0,False
16649,16649,2403,fr,0.85,Designation,fr,0.85,,,80,,True
16650,16650,1140,fr,0.99,Description,de,0.42,fr,0.99,62,72.0,False
16651,16651,2060,fr,0.99,Designation,fr,0.99,fr,0.99,124,532.0,False
16652,16652,1920,fr,0.99,Description,en,0.85,fr,0.99,65,475.0,False
16653,16653,1140,de,0.57,Designation,de,0.57,,,37,,True
16654,16654,1281,fr,0.99,Description,fr,0.71,fr,0.99,68,994.0,False
16655,16655,1560,fr,0.99,Designation,fr,0.99,fr,0.99,200,1732.0,False
16656,16656,50,en,0.99,Designation,en,0.99,fr,0.99,80,1821.0,False
16657,16657,1302,en,0.99,Designation,en,0.99,,,39,,True
16658,16658,1920,fr,0.99,Designation,fr,0.99,fr,0.99,96,873.0,False
16659,16659,2583,fr,0.99,Description,pt,0.85,fr,0.99,37,171.0,False
16660,16660,2582,en,0.99,Designation,en,0.99,en,0.99,77,742.0,False
16661,16661,2582,fr,0.99,Description,nl,0.71,fr,0.99,110,498.0,False
16662,16662,2060,fr,0.99,Designation,fr,0.99,fr,0.99,78,1857.0,False
16663,16663,2060,fr,0.99,Description,fr,0.85,fr,0.99,95,854.0,False
16664,16664,2583,fr,0.99,Description,sk,0.71,fr,0.99,56,1312.0,False
16665,16665,10,fr,0.99,Designation,fr,0.99,,,22,,True
16666,16666,50,fr,0.99,Description,no,0.31,fr,0.99,50,280.0,False
16667,16667,2462,de,0.99,Designation,de,0.99,,,41,,True
16668,16668,1300,fr,0.99,Designation,fr,0.99,,,93,,True
16669,16669,2403,fr,0.99,Designation,fr,0.99,,,51,,True
16670,16670,2522,fr,0.99,Description,nl,0.57,fr,0.99,70,1027.0,False
16671,16671,1280,en,0.99,Designation,en,0.99,fr,0.99,122,534.0,False
16672,16672,1920,fr,0.99,Designation,fr,0.99,fr,0.99,86,745.0,False
16673,16673,1300,fr,0.99,Designation,fr,0.99,,,55,,True
16674,16674,2060,fr,0.99,Designation,fr,0.99,fr,0.99,85,1173.0,False
16675,16675,2403,fr,0.42,Designation,fr,0.42,,,114,,True
16676,16676,2462,en,0.99,Description,fr,0.71,en,0.99,21,17.0,False
16677,16677,1940,fr,0.99,Description,tl,0.85,fr,0.99,38,86.0,False
16678,16678,2060,fr,0.99,Description,en,0.57,fr,0.99,102,235.0,False
16679,16679,1280,fr,0.99,Designation,fr,0.99,fr,0.99,91,452.0,False
16680,16680,1560,en,0.6,Designation,en,0.6,fr,0.85,54,259.0,False
16681,16681,50,en,0.99,Description,en,0.85,en,0.99,22,47.0,False
16682,16682,2060,en,0.99,Designation,en,0.99,fr,0.99,68,798.0,False
16683,16683,2905,en,0.85,Designation,en,0.85,en,0.85,99,2365.0,False
16684,16684,1302,fr,0.99,Description,en,0.85,fr,0.99,88,952.0,False
16685,16685,2522,ca,0.68,Designation,ca,0.68,,,36,,True
16686,16686,1300,fr,0.85,Designation,fr,0.85,,,123,,True
16687,16687,1280,fr,0.99,Description,en,0.85,fr,0.99,79,541.0,False
16688,16688,1320,fr,0.99,Designation,fr,0.99,fr,0.99,92,585.0,False
16689,16689,2582,fr,0.99,Designation,fr,0.99,fr,0.99,78,2487.0,False
16690,16690,40,en,0.85,Designation,en,0.85,,,19,,True
16691,16691,1140,fr,0.99,Description,nl,0.42,fr,0.99,37,79.0,False
16692,16692,2583,fr,0.99,Designation,fr,0.99,fr,0.99,39,1455.0,False
16693,16693,1300,fr,0.99,Designation,fr,0.99,fr,0.99,106,648.0,False
16694,16694,2583,en,0.57,Designation,en,0.57,nl,0.57,52,51.0,False
16695,16695,50,fr,0.99,Designation,fr,0.99,fr,0.99,198,1204.0,False
16696,16696,2060,fr,0.99,Description,fr,0.85,fr,0.99,116,566.0,False
16697,16697,2403,fr,0.85,Designation,fr,0.85,,,158,,True
16698,16698,2403,en,0.57,Designation,en,0.57,,,191,,True
16699,16699,1320,fr,0.99,Designation,fr,0.99,,,48,,True
16700,16700,1281,fr,0.57,Designation,fr,0.57,,,22,,True
16701,16701,2583,fr,0.99,Designation,fr,0.99,fr,0.99,47,86.0,False
16702,16702,1300,fr,0.99,Designation,fr,0.99,fr,0.99,109,565.0,False
16703,16703,1180,fr,0.99,Designation,fr,0.99,,,34,,True
16704,16704,1140,en,0.99,Description,en,0.85,en,0.99,58,219.0,False
16705,16705,2583,fr,0.99,Description,en,0.71,fr,0.99,65,1603.0,False
16706,16706,2280,fr,0.85,Designation,fr,0.85,,,81,,True
16707,16707,2280,fr,0.71,Designation,fr,0.71,,,46,,True
16708,16708,2403,fr,0.99,Designation,fr,0.99,,,58,,True
16709,16709,2583,fr,0.99,Designation,fr,0.99,fr,0.99,57,832.0,False
16710,16710,2280,en,0.71,Designation,en,0.71,,,87,,True
16711,16711,1281,de,0.99,Designation,de,0.99,fr,0.99,32,139.0,False
16712,16712,1940,en,0.99,Designation,en,0.99,fr,0.99,42,283.0,False
16713,16713,1320,de,0.57,Designation,de,0.57,,,27,,True
16714,16714,1301,fr,0.99,Designation,fr,0.99,fr,0.99,105,468.0,False
16715,16715,1160,fr,0.71,Designation,fr,0.71,,,53,,True
16716,16716,1281,en,0.99,Description,ro,0.56,en,0.99,27,253.0,False
16717,16717,1302,fr,0.99,Description,fr,0.85,fr,0.99,78,637.0,False
16718,16718,1302,no,0.54,Designation,no,0.54,,,40,,True
16719,16719,1160,en,0.99,Designation,en,0.99,,,41,,True
16720,16720,2705,fr,0.99,Designation,fr,0.99,fr,0.99,35,585.0,False
16721,16721,10,en,0.99,Designation,en,0.99,,,30,,True
16722,16722,1300,en,0.99,Designation,en,0.99,en,0.99,88,838.0,False
16723,16723,1560,fr,0.99,Designation,fr,0.99,fr,0.99,99,436.0,False
16724,16724,1300,fr,0.99,Designation,fr,0.99,fr,0.99,93,727.0,False
16725,16725,2583,fr,0.99,Designation,fr,0.99,fr,0.99,104,540.0,False
16726,16726,2583,fr,0.99,Description,en,0.57,fr,0.99,40,910.0,False
16727,16727,1280,de,0.99,Designation,de,0.99,en,0.99,79,473.0,False
16728,16728,2705,fr,0.99,Designation,fr,0.99,fr,0.99,124,989.0,False
16729,16729,1160,en,0.71,Designation,en,0.71,,,48,,True
16730,16730,2583,fr,0.99,Description,fr,0.85,fr,0.99,82,1346.0,False
16731,16731,2060,fr,0.99,Designation,fr,0.99,fr,0.99,107,4276.0,False
16732,16732,1300,fr,0.99,Designation,fr,0.99,fr,0.99,104,847.0,False
16733,16733,10,en,0.99,Designation,en,0.99,,,19,,True
16734,16734,2522,fr,0.99,Designation,fr,0.99,,,59,,True
16735,16735,2403,fr,0.57,Designation,fr,0.57,,,39,,True
16736,16736,2060,fr,0.99,Designation,fr,0.99,fr,0.99,95,846.0,False
16737,16737,2582,en,0.99,Designation,en,0.99,en,0.99,83,632.0,False
16738,16738,1320,fr,0.99,Designation,fr,0.99,,,59,,True
16739,16739,1560,ca,0.99,Designation,ca,0.99,fr,0.99,34,359.0,False
16740,16740,2280,fr,0.85,Designation,fr,0.85,,,27,,True
16741,16741,2403,nl,0.56,Designation,nl,0.56,,,28,,True
16742,16742,1920,fr,0.71,Designation,fr,0.71,ro,0.57,72,61.0,False
16743,16743,1280,fr,0.99,Designation,fr,0.99,fr,0.99,83,619.0,False
16744,16744,1160,ro,0.57,Designation,ro,0.57,,,39,,True
16745,16745,2060,fr,0.99,Designation,fr,0.99,fr,0.99,55,405.0,False
16746,16746,1300,fr,0.99,Designation,fr,0.99,fr,0.99,99,1708.0,False
16747,16747,1560,fr,0.99,Description,en,0.85,fr,0.99,77,982.0,False
16748,16748,2403,fr,0.85,Designation,fr,0.85,,,32,,True
16749,16749,2060,fr,0.99,Designation,fr,0.99,fr,0.99,82,1857.0,False
16750,16750,2582,fr,0.99,Designation,fr,0.99,fr,0.99,69,181.0,False
16751,16751,1920,fr,0.99,Designation,fr,0.99,fr,0.99,88,999.0,False
16752,16752,1302,fr,0.99,Description,fr,0.85,fr,0.99,72,1343.0,False
16753,16753,50,fr,0.99,Designation,fr,0.99,fr,0.99,87,1049.0,False
16754,16754,1920,de,0.99,Designation,de,0.99,fr,0.99,57,2093.0,False
16755,16755,2583,fr,0.99,Designation,fr,0.99,fr,0.99,63,710.0,False
16756,16756,40,en,0.99,Designation,en,0.99,,,17,,True
16757,16757,2705,fr,0.99,Description,ca,0.85,fr,0.99,36,1225.0,False
16758,16758,1160,ro,0.99,Designation,ro,0.99,,,19,,True
16759,16759,2522,fr,0.99,Description,en,0.71,fr,0.99,59,276.0,False
16760,16760,2060,fr,0.99,Description,fr,0.85,fr,0.99,75,2049.0,False
16761,16761,2522,fr,0.99,Designation,fr,0.99,,,29,,True
16762,16762,2462,de,0.85,Designation,de,0.85,,,38,,True
16763,16763,2060,fr,0.99,Designation,fr,0.99,fr,0.99,70,222.0,False
16764,16764,2583,fr,0.99,Designation,fr,0.99,fr,0.99,85,1409.0,False
16765,16765,2522,en,0.85,Designation,en,0.85,,,90,,True
16766,16766,2583,fr,0.99,Designation,fr,0.99,fr,0.99,60,1533.0,False
16767,16767,2905,fr,0.99,Designation,fr,0.99,fr,0.99,30,2533.0,False
16768,16768,1302,fr,0.99,Designation,fr,0.99,fr,0.99,91,1003.0,False
16769,16769,50,es,0.56,Designation,es,0.56,,,25,,True
16770,16770,1320,fr,0.99,Description,de,0.85,fr,0.99,51,72.0,False
16771,16771,1920,fr,0.99,Description,fr,0.71,fr,0.99,78,643.0,False
16772,16772,2280,de,0.99,Designation,de,0.99,en,0.99,28,60.0,False
16773,16773,2280,nl,0.57,Designation,nl,0.57,,,32,,True
16774,16774,10,fr,0.99,Designation,fr,0.99,,,97,,True
16775,16775,2585,fr,0.99,Designation,fr,0.99,fr,0.99,94,560.0,False
16776,16776,10,fr,0.99,Designation,fr,0.99,,,17,,True
16777,16777,1560,fr,0.99,Designation,fr,0.99,fr,0.99,111,1015.0,False
16778,16778,1560,fr,0.99,Designation,fr,0.99,,,66,,True
16779,16779,10,fr,0.99,Designation,fr,0.99,,,23,,True
16780,16780,2462,fr,0.99,Designation,fr,0.99,,,28,,True
16781,16781,2585,fr,0.99,Designation,fr,0.99,fr,0.99,69,189.0,False
16782,16782,2585,fr,0.99,Description,fr,0.69,fr,0.99,60,739.0,False
16783,16783,1160,fr,0.99,Designation,fr,0.99,fr,0.99,56,300.0,False
16784,16784,2280,fr,0.99,Designation,fr,0.99,,,183,,True
16785,16785,2583,fr,0.99,Designation,fr,0.99,fr,0.99,85,468.0,False
16786,16786,2583,fr,0.99,Designation,fr,0.99,fr,0.99,125,1605.0,False
16787,16787,1140,de,0.99,Designation,de,0.99,,,45,,True
16788,16788,1300,fr,0.99,Designation,fr,0.99,fr,0.61,114,35.0,False
16789,16789,2403,fr,0.99,Designation,fr,0.99,,,48,,True
16790,16790,10,fr,0.57,Designation,fr,0.57,,,66,,True
16791,16791,2060,fr,0.71,Designation,fr,0.71,fr,0.85,77,77.0,False
16792,16792,2522,fr,0.99,Description,en,0.57,fr,0.99,54,214.0,False
16793,16793,2705,fr,0.99,Description,ro,0.71,fr,0.99,24,962.0,False
16794,16794,2060,fr,0.99,Designation,fr,0.99,fr,0.99,90,623.0,False
16795,16795,1300,fr,0.99,Designation,fr,0.99,fr,0.99,100,681.0,False
16796,16796,2060,fr,0.99,Designation,fr,0.99,fr,0.99,93,649.0,False
16797,16797,1920,en,0.99,Designation,en,0.99,fr,0.99,70,485.0,False
16798,16798,1281,en,0.99,Designation,en,0.99,fr,0.99,67,98.0,False
16799,16799,1920,de,0.76,Designation,de,0.76,,,36,,True
16800,16800,1302,fr,0.99,Designation,fr,0.99,fr,0.99,95,793.0,False
16801,16801,1920,fr,0.99,Description,fr,0.57,fr,0.99,73,459.0,False
16802,16802,2705,fr,0.99,Designation,fr,0.99,fr,0.99,60,808.0,False
16803,16803,1320,fr,0.99,Description,fr,0.85,fr,0.99,57,743.0,False
16804,16804,2905,fr,0.99,Description,fr,0.85,fr,0.99,51,2264.0,False
16805,16805,2280,fr,0.99,Designation,fr,0.99,,,43,,True
16806,16806,2403,nl,0.71,Designation,nl,0.71,,,64,,True
16807,16807,1301,fr,0.99,Designation,fr,0.99,fr,0.99,109,1030.0,False
16808,16808,2583,fr,0.99,Designation,fr,0.99,fr,0.99,47,1096.0,False
16809,16809,2585,fr,0.99,Designation,fr,0.99,,,68,,True
16810,16810,1940,fr,0.99,Description,pt,0.85,fr,0.99,34,714.0,False
16811,16811,2583,fr,0.99,Description,pt,0.57,fr,0.99,56,283.0,False
16812,16812,2583,fr,0.99,Description,en,0.85,fr,0.99,50,125.0,False
16813,16813,1302,fr,0.99,Designation,fr,0.99,fr,0.99,87,372.0,False
16814,16814,1560,en,0.99,Designation,en,0.99,fr,0.99,105,783.0,False
16815,16815,1560,fr,0.99,Description,fr,0.85,fr,0.99,94,313.0,False
16816,16816,10,fr,0.99,Designation,fr,0.99,,,33,,True
16817,16817,2905,fr,0.99,Designation,fr,0.99,fr,0.99,58,2317.0,False
16818,16818,1300,fr,0.99,Designation,fr,0.99,fr,0.99,112,1851.0,False
16819,16819,40,de,0.71,Designation,de,0.71,,,19,,True
16820,16820,1301,en,0.99,Designation,en,0.99,fr,0.99,33,844.0,False
16821,16821,1320,de,0.85,Designation,de,0.85,,,33,,True
16822,16822,2522,fr,0.99,Description,en,0.71,fr,0.99,60,259.0,False
16823,16823,1300,fr,0.99,Designation,fr,0.99,fr,0.99,96,1439.0,False
16824,16824,2583,fr,0.99,Description,en,0.71,fr,0.99,59,280.0,False
16825,16825,1320,nl,0.71,Designation,nl,0.71,,,53,,True
16826,16826,1281,fr,0.99,Designation,fr,0.99,fr,0.99,36,25.0,False
16827,16827,2583,ro,0.99,Designation,ro,0.99,fr,0.99,48,820.0,False
16828,16828,2583,en,0.99,Designation,en,0.99,fr,0.99,57,912.0,False
16829,16829,1560,fr,0.99,Description,de,0.43,fr,0.99,80,242.0,False
16830,16830,1560,ca,0.99,Designation,ca,0.99,fr,0.99,31,473.0,False
16831,16831,1940,en,0.99,Designation,en,0.99,en,0.99,38,90.0,False
16832,16832,1300,en,0.99,Designation,en,0.99,,,65,,True
16833,16833,50,en,0.99,Designation,en,0.99,,,33,,True
16834,16834,1280,fr,0.99,Description,fr,0.57,fr,0.99,49,51.0,False
16835,16835,1300,fr,0.99,Designation,fr,0.99,fr,0.99,112,619.0,False
16836,16836,1180,fr,0.99,Designation,fr,0.99,fr,0.99,76,974.0,False
16837,16837,2583,fr,0.99,Designation,fr,0.99,fr,0.99,103,943.0,False
16838,16838,2582,en,0.99,Designation,en,0.99,en,0.99,74,523.0,False
16839,16839,1280,fr,0.99,Designation,fr,0.99,fr,0.99,111,1815.0,False
16840,16840,1320,fr,0.99,Designation,fr,0.99,,,51,,True
16841,16841,2905,fr,0.99,Description,fr,0.85,fr,0.99,47,2439.0,False
16842,16842,1940,cy,0.99,Description,fr,0.57,cy,0.99,54,6.0,False
16843,16843,1140,tl,0.42,Designation,tl,0.42,,,22,,True
16844,16844,1300,en,0.57,Designation,en,0.57,fr,0.85,118,941.0,False
16845,16845,2583,fr,0.99,Description,en,0.57,fr,0.99,54,652.0,False
16846,16846,2280,fr,0.99,Designation,fr,0.99,,,158,,True
16847,16847,2220,fr,0.99,Description,de,0.42,fr,0.99,43,190.0,False
16848,16848,50,fr,0.99,Designation,fr,0.99,,,88,,True
16849,16849,1560,fr,0.99,Designation,fr,0.99,fr,0.99,39,549.0,False
16850,16850,60,en,0.99,Designation,en,0.99,,,30,,True
16851,16851,10,en,0.99,Designation,en,0.99,,,81,,True
16852,16852,1160,en,0.57,Designation,en,0.57,,,48,,True
16853,16853,2403,nl,0.71,Designation,nl,0.71,,,30,,True
16854,16854,1320,fr,0.99,Designation,fr,0.99,,,40,,True
16855,16855,2583,fr,0.99,Description,fr,0.57,fr,0.99,57,2149.0,False
16856,16856,1300,fr,0.99,Designation,fr,0.99,en,0.99,96,1197.0,False
16857,16857,2060,en,0.99,Designation,en,0.99,fr,0.99,77,2193.0,False
16858,16858,2705,fr,0.99,Designation,fr,0.99,fr,0.99,41,300.0,False
16859,16859,1140,en,0.57,Designation,en,0.57,fr,0.85,37,116.0,False
16860,16860,1300,fr,0.85,Designation,fr,0.85,,,88,,True
16861,16861,1560,fr,0.99,Description,nl,0.57,fr,0.99,67,927.0,False
16862,16862,2583,fr,0.99,Description,fr,0.85,fr,0.99,33,243.0,False
16863,16863,1160,en,0.99,Designation,en,0.99,,,70,,True
16864,16864,1160,en,0.99,Designation,en,0.99,,,43,,True
16865,16865,2585,it,0.42,Designation,it,0.42,ca,0.85,36,24.0,False
16866,16866,1920,fr,0.99,Designation,fr,0.99,fr,0.99,92,948.0,False
16867,16867,2583,fr,0.99,Designation,fr,0.99,,,28,,True
16868,16868,1280,fr,0.99,Designation,fr,0.99,,,50,,True
16869,16869,2280,fr,0.99,Designation,fr,0.99,,,194,,True
16870,16870,2462,fr,0.99,Designation,fr,0.99,,,34,,True
16871,16871,2280,de,0.99,Description,fr,0.57,de,0.99,41,56.0,False
16872,16872,2462,fr,0.99,Designation,fr,0.99,,,18,,True
16873,16873,2583,fr,0.99,Designation,fr,0.99,fr,0.99,99,781.0,False
16874,16874,2462,fr,0.85,Designation,fr,0.85,,,76,,True
16875,16875,50,fr,0.99,Designation,fr,0.99,fr,0.99,81,518.0,False
16876,16876,2583,fr,0.99,Description,fr,0.42,fr,0.99,56,820.0,False
16877,16877,2583,fr,0.99,Designation,fr,0.99,fr,0.99,79,1232.0,False
16878,16878,1920,en,0.99,Designation,en,0.99,fr,0.99,49,259.0,False
16879,16879,1560,de,0.99,Designation,de,0.99,fr,0.99,94,281.0,False
16880,16880,1320,fr,0.99,Designation,fr,0.99,fr,0.99,152,110.0,False
16881,16881,10,en,0.57,Designation,en,0.57,,,62,,True
16882,16882,2705,fr,0.99,Designation,fr,0.99,,,24,,True
16883,16883,1281,en,0.99,Designation,en,0.99,fr,0.85,82,36.0,False
16884,16884,1300,fr,0.99,Designation,fr,0.99,fr,0.99,67,688.0,False
16885,16885,1140,fr,0.99,Description,en,0.71,fr,0.99,70,152.0,False
16886,16886,2522,no,0.85,Designation,no,0.85,,,69,,True
16887,16887,60,fr,0.99,Designation,fr,0.99,fr,0.99,138,245.0,False
16888,16888,2705,fr,0.99,Designation,fr,0.99,fr,0.99,33,1027.0,False
16889,16889,2583,fr,0.99,Designation,fr,0.99,fr,0.99,47,768.0,False
16890,16890,1160,fr,0.99,Designation,fr,0.99,,,68,,True
16891,16891,2060,en,0.99,Designation,en,0.99,fr,0.99,77,2114.0,False
16892,16892,2905,fr,0.99,Description,fr,0.71,fr,0.99,47,5156.0,False
16893,16893,1300,no,0.85,Designation,no,0.85,,,33,,True
16894,16894,2583,fr,0.99,Description,it,0.57,fr,0.99,32,905.0,False
16895,16895,2280,fr,0.99,Designation,fr,0.99,,,221,,True
16896,16896,10,fr,0.99,Designation,fr,0.99,,,42,,True
16897,16897,1300,fr,0.99,Designation,fr,0.99,fr,0.99,112,743.0,False
16898,16898,2403,fr,0.99,Designation,fr,0.99,fr,0.99,194,300.0,False
16899,16899,1302,fr,0.99,Description,fr,0.85,fr,0.99,77,816.0,False
16900,16900,1280,fr,0.99,Designation,fr,0.99,fr,0.99,126,841.0,False
16901,16901,1302,fr,0.99,Description,en,0.81,fr,0.99,85,906.0,False
16902,16902,2583,fr,0.99,Designation,fr,0.99,fr,0.99,56,137.0,False
16903,16903,2522,fr,0.99,Designation,fr,0.99,fr,0.85,41,58.0,False
16904,16904,2582,fr,0.99,Designation,fr,0.99,fr,0.99,75,2713.0,False
16905,16905,2583,fr,0.99,Designation,fr,0.99,fr,0.99,33,281.0,False
16906,16906,1320,fr,0.99,Designation,fr,0.99,fr,0.99,47,29.0,False
16907,16907,1160,en,0.99,Designation,en,0.99,,,42,,True
16908,16908,1302,fr,0.99,Designation,fr,0.99,fr,0.99,104,735.0,False
16909,16909,2060,fr,0.99,Designation,fr,0.99,fr,0.99,104,764.0,False
16910,16910,1160,de,0.99,Designation,de,0.99,fr,0.99,58,109.0,False
16911,16911,2220,fr,0.99,Description,fr,0.85,fr,0.99,110,1022.0,False
16912,16912,1280,en,0.99,Designation,en,0.99,en,0.99,87,2097.0,False
16913,16913,1300,fr,0.99,Designation,fr,0.99,fr,0.99,120,640.0,False
16914,16914,1160,de,0.99,Designation,de,0.99,,,42,,True
16915,16915,2585,en,0.99,Designation,en,0.99,fr,0.99,65,1060.0,False
16916,16916,2522,fr,0.99,Designation,fr,0.99,fr,0.99,121,210.0,False
16917,16917,2583,fr,0.99,Designation,fr,0.99,fr,0.99,45,138.0,False
16918,16918,1300,no,0.85,Designation,no,0.85,,,46,,True
16919,16919,2583,fr,0.99,Designation,fr,0.99,fr,0.99,108,949.0,False
16920,16920,1300,fr,0.99,Designation,fr,0.99,,,105,,True
16921,16921,1560,fr,0.99,Designation,fr,0.99,fr,0.99,79,2413.0,False
16922,16922,2583,fr,0.99,Designation,fr,0.99,fr,0.99,70,1138.0,False
16923,16923,2403,nl,0.36,Designation,nl,0.36,,,19,,True
16924,16924,1560,fr,0.99,Designation,fr,0.99,fr,0.99,198,3380.0,False
16925,16925,1300,fr,0.99,Designation,fr,0.99,fr,0.99,67,292.0,False
16926,16926,10,en,0.99,Designation,en,0.99,,,62,,True
16927,16927,2583,fr,0.99,Designation,fr,0.99,fr,0.99,60,1740.0,False
16928,16928,1920,fr,0.99,Designation,fr,0.99,fr,0.99,75,1009.0,False
16929,16929,2280,de,0.57,Designation,de,0.57,,,195,,True
16930,16930,2583,fr,0.99,Designation,fr,0.99,fr,0.99,72,1593.0,False
16931,16931,2583,fr,0.99,Designation,fr,0.99,fr,0.99,75,845.0,False
16932,16932,50,en,0.49,Designation,en,0.49,,,49,,True
16933,16933,40,en,0.99,Designation,en,0.99,,,46,,True
16934,16934,50,fr,0.99,Designation,fr,0.99,,,18,,True
16935,16935,2403,ro,0.43,Designation,ro,0.43,,,44,,True
16936,16936,1320,fr,0.99,Description,de,0.57,fr,0.99,52,333.0,False
16937,16937,1300,fr,0.99,Designation,fr,0.99,fr,0.99,74,335.0,False
16938,16938,2582,fr,0.99,Designation,fr,0.99,fr,0.99,84,1017.0,False
16939,16939,1140,fr,0.99,Description,en,0.85,fr,0.99,39,70.0,False
16940,16940,1300,fr,0.99,Designation,fr,0.99,fr,0.99,106,816.0,False
16941,16941,2522,fr,0.99,Designation,fr,0.99,fr,0.85,74,144.0,False
16942,16942,2585,fr,0.99,Designation,fr,0.99,fr,0.99,129,958.0,False
16943,16943,2582,en,0.99,Designation,en,0.99,en,0.99,82,853.0,False
16944,16944,2582,fr,0.99,Description,fr,0.42,fr,0.99,51,1422.0,False
16945,16945,2905,fr,0.99,Description,en,0.71,fr,0.99,55,999.0,False
16946,16946,1920,fr,0.99,Description,fr,0.57,fr,0.99,62,848.0,False
16947,16947,2280,fr,0.99,Designation,fr,0.99,,,95,,True
16948,16948,1140,da,0.99,Designation,da,0.99,,,35,,True
16949,16949,2583,fr,0.99,Description,en,0.71,fr,0.99,54,2853.0,False
16950,16950,1560,de,0.99,Designation,de,0.99,fr,0.99,111,570.0,False
16951,16951,1302,fr,0.99,Designation,fr,0.99,fr,0.99,96,689.0,False
16952,16952,1280,fr,0.99,Designation,fr,0.99,fr,0.99,75,1110.0,False
16953,16953,2705,fr,0.85,Designation,fr,0.85,,,30,,True
16954,16954,10,fr,0.99,Description,es,0.73,fr,0.99,26,141.0,False
16955,16955,10,en,0.99,Designation,en,0.99,,,34,,True
16956,16956,2403,fr,0.99,Designation,fr,0.99,,,64,,True
16957,16957,2060,fr,0.99,Designation,fr,0.99,fr,0.99,110,1499.0,False
16958,16958,2060,de,0.99,Designation,de,0.99,fr,0.85,26,260.0,False
16959,16959,2522,fr,0.57,Designation,fr,0.57,,,30,,True
16960,16960,2583,fr,0.99,Description,it,0.85,fr,0.99,33,410.0,False
16961,16961,2280,fr,0.99,Designation,fr,0.99,,,95,,True
16962,16962,2403,fr,0.99,Designation,fr,0.99,,,79,,True
16963,16963,2583,fr,0.99,Description,fr,0.51,fr,0.99,64,1920.0,False
16964,16964,2522,fr,0.99,Description,fr,0.85,fr,0.99,88,1002.0,False
16965,16965,1281,en,0.99,Designation,en,0.99,fr,0.99,34,160.0,False
16966,16966,1920,fr,0.99,Description,fr,0.71,fr,0.99,63,513.0,False
16967,16967,40,en,0.99,Designation,en,0.99,,,43,,True
16968,16968,60,fr,0.99,Designation,fr,0.99,fr,0.99,103,197.0,False
16969,16969,1920,fr,0.99,Designation,fr,0.99,fr,0.99,114,946.0,False
16970,16970,2280,en,0.99,Designation,en,0.99,,,49,,True
16971,16971,1320,fr,0.99,Description,en,0.71,fr,0.99,95,713.0,False
16972,16972,2403,fr,0.99,Designation,fr,0.99,,,137,,True
16973,16973,1160,fr,0.99,Designation,fr,0.99,,,96,,True
16974,16974,10,fr,0.99,Description,fr,0.85,fr,0.99,84,40.0,False
16975,16975,2280,fr,0.71,Designation,fr,0.71,,,246,,True
